,Index,Address,City,Clean_Header,Company_Name,Conf_Score,File_List,Header,Text
95,3517,158 PROVIDENCE PL,PROVIDENCE,ELECTRICAL EQUIPMENT AND SUPPLIES-MFRS,TOWER MANUFACTURING CORP,81.5,"['cd1978/entry/1978_Page_92 (1).chop_39.png', 'cd1978/entry/1978_Page_92 (1).chop_40.png', 'cd1978/entry/1978_Page_92 (1).chop_41.png']",ELECTRICAL EQUIPMENT AND SUPPLIES—MFRS,"TOWER MANUFACTURING CORP 158 Pine St, Providence, R I (02903), Tel (401). 331-2380"
96,3529,7 WOODLAND ST,PROVIDENCE,ELECTRONIC EQUIPMENT AND SUPPLIES,Staffall Inc,100.0,['cd1978/entry/1978_Page_92 (2).chop_3.png'],ELECTRONIC EQUIPMENT AND SUPPLIES—CONTD,Staffall Inc 7 Woodland St
97,3559,24 DESOTO ST,PROVIDENCE,ENAMELERS,De Soto Soft Enameling Co Inc Rear,87.5,"['cd1978/entry/1978_Page_92 (2).chop_69.png', 'cd1978/entry/1978_Page_92 (2).chop_70.png']",ENAMELERS,De Soto Soft Enameling Co Inc Rear 24 De Soto St
98,3625,18 WOODLAND TER,PROVIDENCE,Entertainment Bureaus,Artists International,100.0,['cd1978/entry/1978_Page_93 (1)_27.png'],ENTERTAINMENT BUREAUS,Artists International 18 Woodland Ter
99,3681,10 NORTH HOWARD AVE,PROVIDENCE,FIRE PROTECTION SERVICE,Grinnell Fire Protection Systems Co Inc,82.0,"['cd1978/entry/1978_Page_93 (3)_2.png', 'cd1978/entry/1978_Page_93 (3)_3.png']",FIRE PROTECTION SERVICE,Grinnell Fire Protection Systems Co Inc 10th F] Howard Bldg
100,3861,210 TAUNTON AVE,PROVIDENCE,Funeral Directors ,SCOTT FUNERAL HOME,100.0,"['cd1978/entry/1978_Page_95 (1)_31.png', 'cd1978/entry/1978_Page_95 (1)_32.png', 'cd1978/entry/1978_Page_95 (1)_33.png']",FUNERAL DIRECTORS—CONTD,"SCOTT FUNERAL HOME 210 Taunton Av (East Providence, 02914), Tel 434- 2600 (See Index To Advertisers)"
101,3869,210 TAUNTON AVE,PROVIDENCE,Funeral Directors ,WILLIAMS J H & CO INC,100.0,"['cd1978/entry/1978_Page_95 (1)_43.png', 'cd1978/entry/1978_Page_95 (1)_44.png', 'cd1978/entry/1978_Page_95 (1)_45.png']",FUNERAL DIRECTORS—CONTD,"WILLIAMS J H & CO INC 210 Taunton Av (East Providence, 02914), Tel 434- 2600 (See Index To Advertisers)"
102,3928,739 HARTFORD AVE,PROVIDENCE,FURNITURE FINISHERS,Pinto R J Co,100.0,['cd1978/entry/1978_Page_95 (2)_39.png'],FURNITURE FINISHERS,Pinto R J Co 739 Hartford Av
103,3942,194 BARTON ST,PROVIDENCE,FURNITURE-RETAIL,"GARREAU FURNITURE INC (Div Of Ferland Corp),",100.0,"['cd1978/entry/1978_Page_95 (2)_61.png', 'cd1978/entry/1978_Page_95 (2)_62.png', 'cd1978/entry/1978_Page_95 (2)_63.png']",FURNITURE—RETAIL,"GARREAU FURNITURE INC (Div Of Ferland Corp), 194 Barton St (Pawtucket, R I; 02861), Tel 723-5100"
104,3972,75 GRAND VIEW AVE,PROVIDENCE,GARBAGE COLLECTION SERVICE,Fontes Louis Trucking,100.0,['cd1978/entry/1978_Page_95 (3)_13.png'],GARBAGE COLLECTION SERVICE,Fontes Louis Trucking 75 Grand View St
105,3977,1595 MENDON ST,PROVIDENCE,GAS—BOTTLED,VALLEY PROPANE (Division Of Valley Gas),100.0,"['cd1978/entry/1978_Page_95 (3)_22.png', 'cd1978/entry/1978_Page_95 (3)_23.png', 'cd1978/entry/1978_Page_95 (3)_24.png']",GAS—BOTTLED,VALLEY PROPANE (Division Of Valley Gas) 1595 Mendon Rd (Cumberland RI 02864) Tel 333-1595
106,4086,1524 SMITH ST,PROVIDENCE,GASOLINE STATIONS,""" Service Station",100.0,"['cd1978/entry/1978_Page_96 (1)_89.png', 'cd1978/entry/1978_Page_96 (1)_90.png']",GASOLINE STATIONS—CONTD,""" Service Station 1524 Smith St (N"
107,4137,739 HARTFORD AVE,PROVIDENCE,GIFT SHOPS,Pinto's Gift Shoppe,100.0,['cd1978/entry/1978_Page_96 (2)_71.png'],GIFT SHOPS,Pinto's Gift Shoppe 739 Hartford Av
108,4210,3 LUONGO MEMORIAL SQ,PROVIDENCE,GROCERIES AND MEATS- RETAIL,Decature Spa,100.0,['cd1978/entry/1978_Page_97 (1)_21.png'],GROCERIES AND MEATS— RETAIL CONTD,Decature Spa 3 Luongo Memorial Sq
109,4322,20 BROWNELL ST,PROVIDENCE,HALLS,State Veterans’ Memorial Auditorium,100.0,"['cd1978/entry/1978_Page_97 (2)_65.png', 'cd1978/entry/1978_Page_97 (2)_66.png']",HALLS,State Veterans’ Memorial Auditorium 20 Brownell St
110,4326,386 DYER ST,PROVIDENCE,Hardware Mfrs,MANCINI J HARDWARE CO,100.0,"['cd1978/entry/1978_Page_97 (2)_74.png', 'cd1978/entry/1978_Page_97 (2)_75.png']",*HARDWARE,"MANCINI J HARDWARE CO 386 Dyer Av (Cranston, 02910) Tel 944-2740"
111,4327,28 BISHOP HILL RD,PROVIDENCE,Hardware Mfrs,W T W Inc,85.5,['cd1978/entry/1978_Page_97 (2)_77.png'],HARDWARE MFRS,W T W Inc 28 Bishop St
112,4403,1 MOULTON LN,PROVIDENCE,Hotels,Bell Hotel Inc (Side Entrance),100.0,['cd1978/entry/1978_Page_98 (1)_56.png'],HOTELS,Bell Hotel Inc (Side Entrance) 1 Moulton St
113,4474,28 BISHOP HILL RD,PROVIDENCE,INDUSTRIAL SUPPLIES,Industrial Foundry Mills Inc,85.5,['cd1978/entry/1978_Page_98 (3)_35.png'],INDUSTRIAL SUPPLIES,Industrial Foundry Mills Inc 28 Bishop St
114,4488,36 KENNEDY PLZ,PROVIDENCE,INSURANCE,Adams-Riker Inc,96.0,['cd1978/entry/1978_Page_98 (3)_72.png'],INSURANCE,Adams-Riker Inc 36 Kennedy Plaza Rm 500
115,4556,32 WESTMINSTER ST,PROVIDENCE,INSURANCE,Garrahan William H & Co Inc,100.0,"['cd1978/entry/1978_Page_99 (2)_32.png', 'cd1978/entry/1978_Page_99 (2)_33.png']",INSURANCE—CONTD,Garrahan William H & Co Inc 32 Westminster St Rm 201
116,4677,687 PARK AVE,PROVIDENCE,Insurance Agents,PAOLA RAPHAEL INC,100.0,"['cd1978/entry/1978_Page_100 (2)_14.png', 'cd1978/entry/1978_Page_100 (2)_15.png', 'cd1978/entry/1978_Page_100 (2)_16.png']",INSURANCE AGENTS—CONTD,"PAOLA RAPHAEL INC 687 Park Av (Cranston, 02910), Tel 781-6060 (See Index To Advertisers)"
117,4682,7500 JOHNSON ST,PROVIDENCE,VARIABLE ANNUITY LIFE,"ALLENDALE INSURANCE Allendale Park, PO Box",83.5,"['cd1978/entry/1978_Page_100 (2)_39.png', 'cd1978/entry/1978_Page_100 (2)_40.png', 'cd1978/entry/1978_Page_100 (2)_41.png']",VARIABLE ANNUITY LIFE,"ALLENDALE INSURANCE Allendale Park, PO Box 7500 Johnston R I (02919) Tel 275-3000"
118,4683,7500 JOHNSON ST,PROVIDENCE,VARIABLE ANNUITY LIFE,"ALLENDALE MUTUAL INSURANCE CO Allendale Park, PO Box",83.5,"['cd1978/entry/1978_Page_100 (2)_42.png', 'cd1978/entry/1978_Page_100 (2)_43.png', 'cd1978/entry/1978_Page_100 (2)_44.png']",VARIABLE ANNUITY LIFE,"ALLENDALE MUTUAL INSURANCE CO Allendale Park, PO Box 7500 Johnston R I (02919) Tel 275-3000"
119,4703,38 NORTH K ST,PROVIDENCE,INTERIOR DECORATORS AND DESIGNERS,Pearlman Eleanor Mrs,87.5,['cd1978/entry/1978_Page_100 (3)_26.png'],INTERIOR DECORATORS AND DESIGNERS,Pearlman Eleanor Mrs 38 N Court St
120,4713,36 KENNEDY PLZ,PROVIDENCE,INVESTIGATORS,M & S Investigators & Securities Inc,96.0,"['cd1978/entry/1978_Page_100 (3)_38.png', 'cd1978/entry/1978_Page_100 (3)_39.png']",INVESTIGATORS,M & S Investigators & Securities Inc 36 Kennedy Plaza Rm 400
121,4788,1389 MATHEWSON ST,PROVIDENCE,JEWELERS,Carlton Jewelers,100.0,['cd1978/entry/1978_Page_101 (1)_77.png'],JEWELERS,Carlton Jewelers 1389 Mathewson St Rm 203
122,5021,47 CULVER ST,PROVIDENCE,jewelERS-MFG,Highland Mfg Inc,100.0,['cd1978/entry/1978_Page_102 (1)_59.png'],JEWELERS—MFG—CONTD,Highland Mfg Inc 47 Culver St
123,5078,58 PENN ST,PROVIDENCE,jewelERS-MFG,Mastro Jewelry Co Inc,100.0,['cd1978/entry/1978_Page_102 (2)_34.png'],JEWELERS—MFG—CONTD,Mastro Jewelry Co Inc 58 Penn St
124,5160,800 WATERMAN AVE,PROVIDENCE,Jewelers' Supplies,"BALLOU B A & CO INC Jewelers’ Findings,",100.0,"['cd1978/entry/1978_Page_102 (3)_54.png', 'cd1978/entry/1978_Page_102 (3)_55.png', 'cd1978/entry/1978_Page_102 (3)_56.png', 'cd1978/entry/1978_Page_102 (3)_57.png']",JEWELERS’ SUPPLIES,"BALLOU B A & CO INC Jewelers’ Findings, 800 Waterman Av (East Providence, 02914), Tel (401) 438-7000 (See Index To Advertisers)"
125,5162,30 OLNEYVILLE SQ,PROVIDENCE,Jewelers' Supplies,C A C Soldering Inc,100.0,['cd1978/entry/1978_Page_102 (3)_59.png'],JEWELERS’ SUPPLIES,C A C Soldering Inc 30 Olneyville Sq Rm 8
126,5181,88 SPECTACLE ST,PROVIDENCE,Jewelers' Supplies,TECHNIC INC Gold Plating Solutions Main Plant And Office,100.0,"['cd1978/entry/1978_Page_102 (3)_85.png', 'cd1978/entry/1978_Page_102 (3)_86.png', 'cd1978/entry/1978_Page_102 (3)_87.png', 'cd1978/entry/1978_Page_102 (3)_88.png', 'cd1978/entry/1978_Page_102 (3)_89.png', 'cd1978/entry/1978_Page_102 (3)_90.png']",JEWELERS’ SUPPLIES,"TECHNIC INC Gold Plating Solutions Main Plant And Office 88 Spectacle St (Cranston, 02910), Mailing Address PO Box 965 (Providence, R I 02901), Tel 781-6100 (See Index To Advertisers)"
127,5186,12 DESOTO ST,PROVIDENCE,JEWELRY BURNISHERS,Ace Polishing Rear,87.5,['cd1978/entry/1978_Page_103 (1)_10.png'],JEWELRY BURNISHERS,Ace Polishing Rear 12 De Soto St
128,5187,974 DE PASQUALE AVE,PROVIDENCE,JEWELRY BURNISHERS,Aglione’s Polishing Co,100.0,['cd1978/entry/1978_Page_103 (1)_11.png'],JEWELRY BURNISHERS,Aglione’s Polishing Co 974% De Pasquale Av
129,5265,36 OLNEYVILLE SQ,PROVIDENCE,Jewelry Mfrs,Emen Soldering,100.0,['cd1978/entry/1978_Page_103 (2)_7.png'],JEWELRY MFRS—CONTD,Emen Soldering 36 Olneyville Sq Rm 7
130,5315,16 BISHOP HILL RD,PROVIDENCE,Jewelry Mfrs,Marley Hall Co Inc,85.5,['cd1978/entry/1978_Page_103 (2)_72.png'],JEWELRY MFRS—CONTD,Marley Hall Co Inc 16 Bishop St
131,5332,30 OLNEYVILLE SQ,PROVIDENCE,Jewelry Mfrs,Prim-Craft Mfg Co,100.0,['cd1978/entry/1978_Page_103 (3)_3.png'],JEWELRY MFRS—CONTD,Prim-Craft Mfg Co 30 Olneyville Sq Rm 6
132,5408,1 RANDALL SQ,PROVIDENCE,LABORATORIES,Brain Diagnostic Laboratory,83.5,"['cd1978/entry/1978_Page_104 (1)_21.png', 'cd1978/entry/1978_Page_104 (1)_22.png']",LABORATORIES,Brain Diagnostic Laboratory 1 Randall Sq — Suite 407
133,5416,1 RANDALL SQ,PROVIDENCE,LABORATORIES,Health Test Center Inc,83.5,['cd1978/entry/1978_Page_104 (1)_36.png'],LABORATORIES,Health Test Center Inc 1 Randall Sq Suite 102
134,5438,36 KENNEDY PLZ,PROVIDENCE,Land Companies,Tingley Land Co Inc,96.0,"['cd1978/entry/1978_Page_104 (2)_9.png', 'cd1978/entry/1978_Page_104 (2)_10.png']",LAND COMPANIES,Tingley Land Co Inc 36 Kennedy Plaza Rm 514
135,5600,1309 TURKS HEAD PL,PROVIDENCE,Lawyers,Day Edward W Jr,93.0,"['cd1978/entry/1978_Page_105 (1)_74.png', 'cd1978/entry/1978_Page_105 (1)_75.png']",LAWYERS—CONTD,"Day Edward W Jr 1309 Turks Head Bldg, (02903), Tel 421-5927."
136,5632,32 WESTMINSTER ST,PROVIDENCE,Lawyers,Friedman Edw I,100.0,['cd1978/entry/1978_Page_105 (2)_37.png'],LAWYERS—CONTD,Friedman Edw I 32 Westminster St Rm 200
137,5636,1309 TURKS HEAD PL,PROVIDENCE,Lawyers,Gardner Sawyer Cottam Gates Day & Sloan,93.0,"['cd1978/entry/1978_Page_105 (2)_42.png', 'cd1978/entry/1978_Page_105 (2)_43.png', 'cd1978/entry/1978_Page_105 (2)_44.png']",LAWYERS—CONTD,"Gardner Sawyer Cottam Gates Day & Sloan 1309 Turks Head Bldg, (02903), Tel 421- 5927"
138,5638,1309 TURKS HEAD PL,PROVIDENCE,Lawyers,Gates Robert B,93.0,"['cd1978/entry/1978_Page_105 (2)_46.png', 'cd1978/entry/1978_Page_105 (2)_47.png']",LAWYERS—CONTD,"Gates Robert B 1309 Turks Head Bldg, (02903), Tel 421-5927"
139,5647,36 KENNEDY PLZ,PROVIDENCE,Lawyers,Goldberg & Goldberg,96.0,"['cd1978/entry/1978_Page_105 (2)_63.png', 'cd1978/entry/1978_Page_105 (2)_64.png']",LAWYERS—CONTD,Goldberg & Goldberg 36 Kennedy Plaza Rm 514
140,5668,32 WESTMINSTER ST,PROVIDENCE,Lawyers,Hogan & Hogan,100.0,['cd1978/entry/1978_Page_105 (3)_7.png'],LAWYERS—CONTD,Hogan & Hogan 32 Westminster St Rm 500
141,5679,1309 TURKS HEAD PL,PROVIDENCE,Lawyers,Kelaghan Richard P,93.0,"['cd1978/entry/1978_Page_105 (3)_26.png', 'cd1978/entry/1978_Page_105 (3)_27.png']",LAWYERS—CONTD,"Kelaghan Richard P 1309 Turks Head Bldg, Tel 421-6927"
142,5801,1309 TURKS HEAD PL,PROVIDENCE,Lawyers,Sawyer Ada L,93.0,"['cd1978/entry/1978_Page_106 (2)_24.png', 'cd1978/entry/1978_Page_106 (2)_25.png']",LAWYERS—CONTD,"Sawyer Ada L 1309 Turks Head Bldg, (02903), Tel 421-5927"
143,5810,1309 TURKS HEAD PL,PROVIDENCE,Lawyers,Sloan James M III,93.0,"['cd1978/entry/1978_Page_106 (2)_41.png', 'cd1978/entry/1978_Page_106 (2)_42.png']",LAWYERS—CONTD,"Sloan James M III 1309 Turks Head Bldg, (02903), Tel 421-5927"
144,5824,32 WESTMINSTER ST,PROVIDENCE,Lawyers,Thrifty Two Westminster Assoc,100.0,"['cd1978/entry/1978_Page_106 (2)_63.png', 'cd1978/entry/1978_Page_106 (2)_64.png']",LAWYERS—CONTD,Thrifty Two Westminster Assoc 32 Westminster St Rm 600
145,5867,283 COUNTY ST,PROVIDENCE,Libraries,BARRINGTON PUBLIC LIBRARY,100.0,"['cd1978/entry/1978_Page_106 (3)_40.png', 'cd1978/entry/1978_Page_106 (3)_41.png', 'cd1978/entry/1978_Page_106 (3)_42.png']",LIBRARIES,"BARRINGTON PUBLIC LIBRARY 283 County Rd (Barrington, R I 02806) Tel 245-3106"
146,5869, BROWN ST,PROVIDENCE,Libraries,Brown John Carter Americana Library,100.0,"['cd1978/entry/1978_Page_106 (3)_45.png', 'cd1978/entry/1978_Page_106 (3)_46.png']",LIBRARIES,Brown John Carter Americana Library Brown St
147,5874,1 MEMORIAL AVE,PROVIDENCE,UNIVERSITY OF RHODE ISLAND,MARIAN J MOHR MEMORIAL LIBRARY,100.0,"['cd1978/entry/1978_Page_106 (3)_56.png', 'cd1978/entry/1978_Page_106 (3)_57.png', 'cd1978/entry/1978_Page_106 (3)_58.png', 'cd1978/entry/1978_Page_106 (3)_59.png']",UNIVERSITY OF RHODE ISLAND,"MARIAN J MOHR MEMORIAL LIBRARY 1 Memorial Av (Corner Atwood Av) (Johnston; 02919), Tel 231-4980"
148,5881,12 OLNEYVILLE SQ,PROVIDENCE,UNIVERSITY OF RHODE ISLAND,Providence Public Library (Olneyville Branch),100.0,"['cd1978/entry/1978_Page_106 (3)_70.png', 'cd1978/entry/1978_Page_106 (3)_71.png']",UNIVERSITY OF RHODE ISLAND,Providence Public Library (Olneyville Branch) 12 Olneyville Sq
149,5889,400 EAST ST,PROVIDENCE,UNIVERSITY OF RHODE ISLAND,RHODE ISLAND JUNIOR COLLEGE LIBRARY,100.0,"['cd1978/entry/1978_Page_106 (3)_86.png', 'cd1978/entry/1978_Page_106 (3)_87.png', 'cd1978/entry/1978_Page_106 (3)_88.png']",UNIVERSITY OF RHODE ISLAND,RHODE ISLAND JUNIOR COLLEGE LIBRARY 400 East Av (Warwick 02886) Tel 825-2218
150,5899,1 WAYLAND SQ,PROVIDENCE,LINENS-RETAIL,Robinson Mrs,100.0,['cd1978/entry/1978_Page_107 (1)_43.png'],LINENS—RETAIL,Robinson Mrs 1 Wayland Sq
151,5978,144 MARVIN ST,PROVIDENCE,LOANS—BUSINESS,WOONSOCKET INSTITUTION FOR SAVINGS AND TRUST,84.0,"['cd1978/entry/1978_Page_107 (2)_64.png', 'cd1978/entry/1978_Page_107 (2)_65.png', 'cd1978/entry/1978_Page_107 (2)_66.png', 'cd1978/entry/1978_Page_107 (2)_67.png', 'cd1978/entry/1978_Page_107 (2)_68.png', 'cd1978/entry/1978_Page_107 (2)_69.png', 'cd1978/entry/1978_Page_107 (2)_70.png', 'cd1978/entry/1978_Page_107 (2)_71.png', 'cd1978/entry/1978_Page_107 (2)_72.png']",*LOANS—BUSINESS,"WOONSOCKET INSTITUTION FOR SAVINGS AND TRUST 144 Main St (Woonsocket, 02895), Tel 521-3500 1414 Atwood Av (Johnston; 02919), Tel 521-3500, 440 Putnam Pike Greenville, 02828), Tel 949-1410 2060 Diamond Hill Rd (Cumberland 02864), Tel 726- 3610, 1975 Mendon Rd (Cumberland 02864), Tel 338-1975 (See Index To"
152,5997,30 OLNEYVILLE SQ,PROVIDENCE,LUGGAGE-DEALERS AND REPAIRERS,J & R Feinstein Inc,100.0,['cd1978/entry/1978_Page_107 (3)_43.png'],LUGGAGE—DEALERS AND REPAIRERS,J & R Feinstein Inc 30 Olneyville Sq
153,6042,11 CULVER ST,PROVIDENCE,Machinists,L D R Tool Co Inc,100.0,['cd1978/entry/1978_Page_108 (1)_45.png'],MACHINISTS,L D R Tool Co Inc 11 Culver St
154,6050,36 KENNEDY PLZ,PROVIDENCE,MAIL ADVERTISING,BAKER WM F CO INC,96.0,"['cd1978/entry/1978_Page_108 (1)_61.png', 'cd1978/entry/1978_Page_108 (1)_62.png', 'cd1978/entry/1978_Page_108 (1)_63.png']",*MAIL ADVERTISING,"BAKER WM F CO INC 36 Kennedy . Plaza Rm 206 (Providence RI; 02903), Tel 421-6369"
155,6154,116 CALVERLY ST,PROVIDENCE,Mill Supplies,Hanson Tool & Supply Co Inc,95.0,"['cd1978/entry/1978_Page_109 (1)_29.png', 'cd1978/entry/1978_Page_109 (1)_30.png']",- MILL SUPPLIES,Hanson Tool & Supply Co Inc 116 Calverley St
156,6172,144 MARVIN ST,PROVIDENCE,Mortgage Loans,WOONSOCKET INSTITUTION FOR SAVINGS AND TRUST,84.0,"['cd1978/entry/1978_Page_109 (2)_15.png', 'cd1978/entry/1978_Page_109 (2)_16.png', 'cd1978/entry/1978_Page_109 (2)_17.png', 'cd1978/entry/1978_Page_109 (2)_18.png', 'cd1978/entry/1978_Page_109 (2)_19.png', 'cd1978/entry/1978_Page_109 (2)_20.png', 'cd1978/entry/1978_Page_109 (2)_21.png', 'cd1978/entry/1978_Page_109 (2)_22.png', 'cd1978/entry/1978_Page_109 (2)_23.png']",MORTGAGE LOANS—CONTD COLUMBUS NATIONAL BANK OF RHODE ISLAND—CONTD,"WOONSOCKET INSTITUTION FOR SAVINGS AND TRUST 144 Main St (Woonsocket, 02895), Tel 521-3500 1414 Atwood Av (Johnston; 02919), Tel 521-3500, 440 Putnam Pike Greenville, 02828), Tel 949-1410 2060 Diamond Hill Rd (Cumberland 02864,, Tel 726- 3610, 1975 Mendon Rd (Cumberland 02864), Tel 338-1975 (See Index To"
157,6191,278 MILLER AVE,PROVIDENCE,MUSEUMS,Roger Williams Park Museum,100.0,['cd1978/entry/1978_Page_109 (2)_69.png'],MUSEUMS,Roger Williams Park Museum 278 Miller Av
158,6197,45 OLNEYVILLE SQ,PROVIDENCE,MUSIC AND MUSICAL INSTRUMENT DEALERS,Le Ber Music Store,100.0,['cd1978/entry/1978_Page_109 (2)_78.png'],MUSIC AND MUSICAL INSTRUMENT DEALERS,Le Ber Music Store 45 Olneyville Sq
159,6302,15 JEFFERSON ST,PROVIDENCE,Nurses,Mc Elroy Anna,100.0,['cd1978/entry/1978_Page_110 (1)_63.png'],NURSES,Mc Elroy Anna 15 Jefferson St Apt 4
160,6318,15 CHERRY ST,PROVIDENCE,NURSING HOMES,Price Nursing Home Inc,100.0,['cd1978/entry/1978_Page_110 (1)_87.png'],NURSING HOMES,Price Nursing Home Inc 15 Cherry St
161,6383,7 WOODLAND ST,PROVIDENCE,OPTICAL GOODS— WHOLESALE,Ocean State Optical Co Inc,100.0,['cd1978/entry/1978_Page_110 (3)_39.png'],OPTICAL GOODS— WHOLESALE,Ocean State Optical Co Inc 7 Woodland St
162,6426,49 OLNEYVILLE SQ,PROVIDENCE,Optometrists,Greenberg Allen G,100.0,['cd1978/entry/1978_Page_110 (3)_90.png'],OPTOMETRISTS,Greenberg Allen G 49 Olneyville Sq
163,6439,22 OLNEYVILLE SQ,PROVIDENCE,Optometrists,Simmler Conrad C,100.0,['cd1978/entry/1978_Page_111 (1)_14.png'],OPTOMETRISTS—CONTD,Simmler Conrad C 22 Olneyville Sq
164,6477,1 RANDALL SQ,PROVIDENCE,"ORGANIZATIONS-BUSINESS, CIVIC AND PROFESSIONAL",Diet Counseling Service,83.5,"['cd1978/entry/1978_Page_111 (1)_85.png', 'cd1978/entry/1978_Page_111 (1)_86.png']","ORGANIZATIONS—BUSINESS, CIVIC AND PROFESSIONAL",Diet Counseling Service 1 Randall Sq Suite 308
165,6538,12 NORTH HOWARD AVE,PROVIDENCE,"ORGANIZATIONS-BUSINESS, CIVIC AND PROFESSIONAL",Warwick Chamber Of Commerce,81.0,"['cd1978/entry/1978_Page_111 (2)_102.png', 'cd1978/entry/1978_Page_111 (2)_103.png']","ORGANIZATIONS—BUSINESS, CIVIC AND PROFESSIONAL—CONTD",Warwick Chamber Of Commerce 12th FI Howard Bldg
166,6563,36 OLNEYVILLE SQ,PROVIDENCE,TEXTILE WORKERS UNION ,Junction Human Serv Corp (Overflow),100.0,"['cd1978/entry/1978_Page_111 (3)_53.png', 'cd1978/entry/1978_Page_111 (3)_54.png']",TEXTILE WORKERS UNION A F L-,Junction Human Serv Corp (Overflow) 36 Olneyville Sq Rm 3
167,6736,125 CHARLES ST,PROVIDENCE,ORGANIZATIONS-YOUTH,Girl Scouts Of Rhode Island Inc,100.0,"['cd1978/entry/1978_Page_112 (3)_86.png', 'cd1978/entry/1978_Page_112 (3)_87.png']",ORGANIZATIONS—YOUTH,Girl Scouts Of Rhode Island Inc 125 Charles St
168,6747,28 DESOTO ST,PROVIDENCE,"PACKAGING, CRATING AND SHIPPING",New Co The,87.5,['cd1978/entry/1978_Page_113 (1)_13.png'],"PACKAGING, CRATING AND SHIPPING",New Co The 28 De Soto St
169,6768,100 BOYD ST,PROVIDENCE,Copper Dealers,PROVIDENVE PAPER CO,100.0,"['cd1978/entry/1978_Page_113 (1)_70.png', 'cd1978/entry/1978_Page_113 (1)_71.png', 'cd1978/entry/1978_Page_113 (1)_72.png', 'cd1978/entry/1978_Page_113 (1)_73.png']",PAPER DEALERS,"PROVIDENVE PAPER CO 100 Boyd Av (East Providence 02914), Tel 438-7300 (See Index To Advertisers)"
170,6779,35 PATERSON ST,PROVIDENCE,PARKS AND PLAYGROUNDS,Blackstone Park,100.0,['cd1978/entry/1978_Page_113 (2)_22.png'],PARKS AND PLAYGROUNDS,Blackstone Park 35 Paterson St
171,6790,100 EAST TRANSIT ST,PROVIDENCE,PARKS AND PLAYGROUNDS,Fox Point Memorial Veterans Park,100.0,"['cd1978/entry/1978_Page_113 (2)_37.png', 'cd1978/entry/1978_Page_113 (2)_38.png']",PARKS AND PLAYGROUNDS,Fox Point Memorial Veterans Park 100 E Transit St
172,6791,100 FREMONT ST,PROVIDENCE,PARKS AND PLAYGROUNDS,Fox Point Veterans Memorial Field,100.0,"['cd1978/entry/1978_Page_113 (2)_39.png', 'cd1978/entry/1978_Page_113 (2)_40.png']",PARKS AND PLAYGROUNDS,Fox Point Veterans Memorial Field 100 Fremont St
173,6836,19 OLNEYVILLE SQ,PROVIDENCE,PHARMACIES,Armory Pharmacy,100.0,['cd1978/entry/1978_Page_113 (3)_30.png'],PHARMACIES,Armory Pharmacy 19 Olneyville Sq
174,6839,1 RANDALL SQ,PROVIDENCE,PHARMACIES,Moshassucket Prescription & Surgical Center Inc,83.5,"['cd1978/entry/1978_Page_113 (3)_40.png', 'cd1978/entry/1978_Page_113 (3)_41.png']",PHARMACIES,Moshassucket Prescription & Surgical Center Inc 1 Randall Sq Suite 103
175,6951,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Cardiovascular & Thoracic Associates Inc,83.5,"['cd1978/entry/1978_Page_114 (2)_25.png', 'cd1978/entry/1978_Page_114 (2)_26.png']",PHYSICIANS AND SURGEONS—M.D. CONTD,Cardiovascular & Thoracic Associates Inc 1 Randall Sq Suite 408
176,6969,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Conklin Frances P,83.5,['cd1978/entry/1978_Page_114 (2)_45.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Conklin Frances P 1 Randall Sq Suite 101
177,6985,314 ANGELICO ST,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Curran Alton J,88.0,['cd1978/entry/1978_Page_114 (2)_63.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Curran Alton J 314 Angeli St
178,6986,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Curran Robt L,83.5,['cd1978/entry/1978_Page_114 (2)_64.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Curran Robt L 1 Randall Sq Suite 310
179,6997,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Diabetes & Endocrinology Associates Inc,83.5,"['cd1978/entry/1978_Page_114 (2)_79.png', 'cd1978/entry/1978_Page_114 (2)_80.png']",PHYSICIANS AND SURGEONS—M.D. CONTD,Diabetes & Endocrinology Associates Inc 1 Randall Sq Suite 402
180,7018,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Falcao Manoel! A,83.5,['cd1978/entry/1978_Page_114 (2)_101.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Falcao Manoel! A 1 Randall Sq Suite 204
181,7022,1 RANDALL SQ,PROVIDENCE,PHYSICIANS AND SURGEONS-M.D.,Feldman Martin P,83.5,['cd1978/entry/1978_Page_114 (2)_105.png'],PHYSICIANS AND SURGEONS—M.D. CONTD,Feldman Martin P 1 Randall Sq Suite 414
