count,Headers,
6,Calculating Machines,
6,Adi nsters,
6,CONTRACTORS SUPPLIES AND EQUIPMENT-DEALERS AND REPAIRING,
6,MILL SUPPLIES ,
6,Shin Chandlers,
6,Cotton Goods Converters ,
6,ALLOYS,
6,CONTRACTORS-EXCAVATING and\nGRADING,
6,ALL KINDS OF INSURANCE,
6,CONTRACTORS-FLOOR SUR- FAC ING,
6,ICE CREAM AND FROZEN DESSERTS- DEAL ERS,
6,BATTERY DEALERS and SERVlCE,
6,Gold Buyers,
6,Palnters-Automoblle & Gar- rlage,
6,TYPEWRITER REPAIRING,
6,and BROKERS,
6,Ventilating Systems,
6,FILTER MANUFACTURERS,
6,Lije Insurance Companies,
6,BOAT CHARTERING AND RENTING SERVICE,
6,Women's Purnishinq Goods- Retail,
6,CONTRACTORS- SEWER and DRAIN,
6,AIR CONDITIONING EQUIPMENT and SUPPLIES-SALES and SERVICE,
6,Parks axid Playgrounds,
6,VENETIAN BLINDS- MANUFACTURERS,
6,INSURANCE COMPANIES,
6,AND WOOL,
6,feInsurancew-Liie,
6,Insurance-Accident and Health,
6,LE TTER SHOPS,
6,Urms,
6,Hardware Dealers-Wholesale and Johbers,
6,-'-'Poreign Exchange,
6,AVIATION INSURANCE,
6,GRADING,
6,Model Makers  Money to Loa,
6,Produce Dlealers-Retail,
6,cotton Dealers ,
6,FACTORS,
6,AND SUPPLIES- SALES AND SERVICE,
6,coke-Wholesale,
6,DAIRY PRODUC TS -RETAIL,
6,Emba1mers,
6,AUTOMOBILE ACCESSORIES AND PARTS-WHOLESALEAND JOBBERS,
6,DUPLICATING MACHINES AND SUPPLIES,
6,PKW' and BNPHAL SUPPIm-DEALEBS,
6,TOYS AND GAMES-RETAIL,
6,thsicians' and Hospital Sup- plies-Dealers,
6,CONTRACTORS-HEATING,
6,Puneral Chapels,
6,VENETIAN BLIND MFRS,
6,Can Mfrs ,
6,Englneers-Manauemenl,
6,DAIRY PRODUC TS-WHOLESALE,
6,Clothing Dealers-Ghlldren's- Infants-Retail,
6,STEEL AND STEEL PRODUCTS- DEALERS,
6,CONTRAC TORS-ROAD,
6,PHYSICIAN S AND SURGEONS OSTEOPATHIC,
6,Loans-Collateral,
6,Degree 14 Greene,
6,ENGRAVERS-JEWE LRY,
6,Dru-ggists-Wholmle,
6,BADGES CHECKS AND MEDALS,
6,Furniture Repairer's ,
6,Weavers and Reweavers- Garment,
6,PET SHOPS and SUPPLIES '5 Pet Shop 25 Franklin,
6,way,
6,TRUCKS-LEASING AND RENTALS,
6,BOTTLE DEALERS,
6,J EW E LRY-WHOLESALE,
6,METAL GOODS- MANUFACTURERS,
6,Automobile Accessories & Parts -Wholesale & J obbers,
6,Iron & Steel Work 6,
6,HOMES AND SANITARIUMS,
6,Insurance Gumpanles-Auto- mobile,
6,CONTRACTORS-PAVING,
6,Packing & Moving,
6,WOOL COMBERS,
6,Photostat Prints,
6,PROPERTY MANAGEMENT,
6,Ooke-Retail,
6,Goniectioners-Miq,
6,General Merchandise-Whole- sale,
6,NEW S DEALERS,
6,INSUR.ANCE-FIRE,
6,RADIO AND TELEVISION EQUIPMENT-SALES AND SERVICE,
6,UNIFORM MFRS,
6,Sewer Builders & Contractors,
6,Undertakerw Supplies,
6,VINITIAN BLINDS-DEALBRS,
6,Photographersr-commerrclal,
6,PHYSIOTHERAPISTS,
6,LODGmG HOUSES,
6,DIVING EQUIPMENT,
6,CLOTHING MFRS WOMEN'S,
6,FISHERMEN-COMMERCIAL,
6,BROKERS-FOOD 1 PRODUCTS,
6,NOVE LTIE S-WHOLESALE,
6,LABEL MFRS,
6,Fur Dealers-Retail,
6,OIL BURNERS- MANUFACTURERS,
6,Metal Specialties,
6,ELDER AND SOLDERING FLUXES- MANUFACTURERS,
6,"Eat Manufacturers, . ",
6,Beauty Shop Equipment and Sup- plies,
6,D RY GOODS-WHOL,
6,cotton Dealers ,
6,CAB,
6,RE PAIRERS,
6,TRAVELERS CHEQUES,
6,Photographers-G'ommerclal,
6,Tea & Coffee-Retail,
6,TYPESETTING,
6,Watches,
6,TRUCKS-REPAIRING,
6,AND DRAIN,
6,"Sims Camp No 10, 176 Benefit",
6,CONSULTAT ION,
6,Cotton Goods Converters ,
6,HOTEIS,
6,Insurance,
6,Insurance Companjw-Auto- mobile,
6,Tube & Tubing MIrs-Metal,
6,FORWARDING AG ENTS,
6,ARTISTS MATERIALS,
6,TIRE DEALERS-WHOL,
6,ARTIFICIAL FLOWERS-DEALERS,
6,Ash Hoists,
6,Hardwood Lumber,
6,"ORGANIZATIONS- BUSINESS, PROFES",
6,YARNS-REI'AIL,
6,TOB ACCO-W H0 LE SALE,
6,Broadcasting Stations,
6,NUMISMA'I'ISTS,
6,Brokers--Merchamllse,
6,Sewer & Drain Pipe,
6,EQUIPMENT-DEALERS and REPAIRING,
6,EXTERMINATORS-BUG AND VERMIN,
6, Embalmers,
6,DETECTIVE AGE NCIES,
6,AND FILM EXCHANGES,
6,N ovelties--Retail,
6,UUN'I'MUTUKS- CARPENTER,
6,GRANITE AND MARBLE WORKERS,
6,COIN DEALERS AND NUMISMATIC SUPPLIES,
6,Undertakers,
6,fire Brick,
6,LIVE STOCK DEALERS AND COMMISSION,
6,Antomoblle Algencies-Passen- get Cars,
6,Engravers-Coml,
6,YA RNS-RETAIL,
6,I.lablllty Insurance,
6,Civil Engineers ,
6,Toys & Games-Mfrs,
6,FINANCIAL PLANNING- NORTHEAST FINANCIAL GROUP A,
6,FURNITURE MANUFACTURERS,
6,TOBAC CO-WHOLESALE,
6,FUE L AN15R1N5E OIL,
6,Tree Surgery,
6,ORGANIZATIONS- BUSINES. CIVIC 1,
6,PHONOGRAPHS AND RECORDS-DEALERS,
6,PARKING LOT MAINTENANCE AND MARKING,
6,Pianos & Radios,
6,Cap Mfrs ,
6,TRUST COMPANI',
6,MARINE INSURANCE,
6,stoves & Ranges-Retail,
6,Wintiow Screens  Window Shade Mfrs,
6,Silver Platers  Silversmiths,
6,Women's Furnishing Goods-Re- tail,
6,BUCKLE AND CLASP MANUFACTURERS ,
6,MACHINERY DEALERS,
6,Laboratory Apparatus & Sup- plies,
6,AUTOMOBILE ACCESSORIES AND PARTS-WHOLESALE AND J OBBERS,
6,CONTRACTORS-AIR CONDITIONING,
6,Eat Manufacturers ,
6,contractors-Paving  Contractom-Plastering,
6,PHOTOGRAPHIC DEVELOPING AND PRINTING,
6,Typewriting Machinw-Dealers,
6,Westminster st,
6,Automobile Agmclw-Passen- ger cars,
6,Grinding and Sharpening,
6,Electrical Appliances-Whole- sale,
6,Engineechivil,
6,PHONOGRAPHS AND RECORDS- DEALERS,
6,BROKERS-STOCKS and BONDS,
6,Business Colleges,
6,Maps & Map Pins,
6,Steel & Iron ,
6,PREMIUM STORES,
6,Cotton Goods Converters ,
6,SOAP MANUFACTURERS,
6,Philatelic Supplies ',
6,Foreign Exchange and Passage Agents,
6,Organizations-Medical,
6,Women's Furnishing Goods -Re(talil,
6,Contractors-COncrete,
6,Insurance Investigators,
6,SAFE DEPOSIT VAULTS COLUMBUS NATIONAL BANK OF,
6,HOUSEHOLD APPLIANCES,- REPAIRERS
6,RADIO aha TELEVISION sms and SUPPLEG-WHOLESALE,
6,"Butter, Cheese & Eggs-Whol",
6,f'Pillow Sanitizing,
6,Notions & Fancy Goods-Retall,
6,ARTS AND CRAFT SUPPLIES,
6,PAPER. DEALERS-WRAPPING- WHOLESALE,
6,Llabllitv Insurance,
6,INTERIOR DECORATORS AND D-IGNERS,
6,. Steam Pittery Supplies ,
6,Casting Plaster,
6,PHOTOGRAPHIC DEVELOPING AND PRINTING,
6,Wash rm 311,
6,MONUMENTAL WORK See A 0 Granite And Marble Workers ),
6,Art Goods,
6,Toys & Games-Wholesale,
6,CASKET MFRS-BURIAL,
6,Clothing Mfrs-Men's & Boys',
6,PHOTOGRAPHIC APPARATUS- DEALERS AND REPAIRING,
6,"China, Crockery, Glassware & Earthenware-Retall ",
6,SHOPPING CENTERS,
6,Greene,
6,xmunu-Luu L,M
6,BOILER INSTALLERS AND SETTERS,
6,AUTOMOBILE RENTING. AND LEASING,
6,Medicine Mfrs,
6,ADJ USTERS,
6,Shooting Galleries,
6,PAWNBROKE RS,
6,RUBBER PRODUCTS-MFRS,
6,Llfe Insurance Companies,
6,Toilet Preparations-Whol,
6,Radios & Pianos,
6,ALL OTHER OFFICE,
6,LABEL MANUFACTURERS,
6,Iron and Steel Dealers,
6,ELECTRICAL APPLIANCES and EQUIPMENT,
6,Bottlers-Mineral Spring & Dis- tilled Water,
6,Coke-Retall,
6,BELTING MFRS,
6,HOSPITALS AND DISPENSARII'S ,
6,i\nLUMBER-RETAIL,
6,Picture Frames & Pictures.- Dealers,
6,NOODLE MANUFACTURERS,
6,Leather Goods-Mtrs,
6,"Bakers, Supplies & Equipment",
6,AIR CONDITIONING,
6,SANITARIUMB,
6,N OVELTIES-WHOL,
6,SUGAR REFINERS,
6,Automobile Trimmers and Trimmings,
6,AUTOMOBILE WRECKING AND SALVAGE,
6,REGALIA MANUFACTURERS,
6,OFFICE,
6,BROKE RS-STOCKS AND BONDS ,
6,Transportation-Preiglht-Auto- mobile,
6,ENERGY CONSERVATION SYSTEMS,
6,Asphalt Shingles,
6,"cement, Cement Paint & Cement Pipe",
6,Radiator Repairers-Automo- bile,
6,Ladders,
6,Automobile Accessories & Parts - Wholesale & J obbers,
6,Brokers-sGotto'n,
6,Laundry Supplies & Equipment -Dealers,
6,Refrigerators-Salos and Service,
6,Plorists-Wholesale,
6,Hosiery-Wholesale & J obbers,
6,Hotel and Restaurant Sunnlles and Equipment,
6,BARRISTERS,
6,Photon raphers-lcommerclal,
6,DATA PROCESSING SERVICE,
6,STENOGRA PHERS- PUBLIC,
6,Organizations-Musical,
6,COPPERSMITHS,
6,Opticians-Whol,
6,Shuttle Mfrs,
6,AUTOMOBILE ACCESSORIES AND PARTS- WHOLESALE AND J OBBERS,
6,Loan 8, Trust Companies 
6,SEEDS-RETAIL,
6,CHEMICALS-MANUFACTURERS- ,
6,Oils & Lubricants-Wholesale,
6,Furniture Repairers ,
6,ATTORNEYS,
6,MUSIC-TRANSMITTED,
6,Flour Dealers-Retall,
6,GROCERS  SUNDRIES,
6,Paintlng Contractors,
6,Radio Sets & Supplies-Whole- ' sale,
6,PLUMBING FIXTURES AND SUPPLIES- DEALERS,
6,Nail Mfrs,
6,C\n\nContralct0rs-Paving  Contractors-Plastering,
6,Barbary Supplies,
6,Dea,
6,Millwork,
6,Steam I'ltters' Supplies ,
6,Pails & Ash Cans-Galvanized,
6,"Undertakers, Supplies",
6,PRINTING PRESS MFRS,
6,FEED DEALERS-RETAIL,
6,Milk Dealers-Wholesale,
6,Mailing-Letters-Advertising,
6,BRICK MFRS,
6,CONFECTIONERS-MANUFACTURing,
6,DENTAL SUPPLIES and EQUIP- MENT,
6,TEXTILE MANUFACTURERS' SUPPLIES and EQUIPMENT- MANUFAC TURERS,
6,MOTORCYCLE DEALERS AND REPAIRERS,
6,PHOTOGRAPHIC EQUIPMENT-DEALERS AND REPAIRING,
6,Glass Dealers-Stained and Leaded,
6,FURNITURE DEALERS -WHOLE - SALE,
6,PICTURE FRAMES AND PICTURES- DEALERS,
6,"China, Crockery, Glassware & Earthenware-Retail ",
6,SHOE MANUFACTURERS' GOODS and SUPPLIES,
6,PAPER PRODUC TS MANUFAC,
6,Luggage,
6,"Hides, Skins & Purs-Raw",
6,\n\nv-u-v-u'l a\n\nUMLIZKO,
6,NOVELTIES -RETAIL,
6,Adding Machines,
6, LOANS- PERSONAL,
6,CONTRAC TORS-HEATING and VENTILATING,
6,GASOLINE-WHOLESALE,
6,Heat Treating,
6,Plumbing & Heating Supplies,
6,DENTAL LABORATORIl'S,
6,VACUUM CLEANER DEALERSAND REPAIRERS,
6,LADDER MFRS,
5,PHYSICIANS' AND HOSPITAL SUPPLIES- DEALERS,
5,Glalrvoyants,
5,Lacquer Manufacturers  Ladder Mfrs,
5,FURNITURE RENTING,
5,Acoustic Materials,
5,DEPARTMENT STORES FIVE CENTS TO ONE DOLLAR,
5,Electric Stoves,
5,Stevedores,
5,Acoustic Appanatus & Devices,
5,and EQUIPMENT,
5,Manicures  Manufacturers' Ag ents,
5,-'-'Cone Manufacturers  Coniectioners-Manuiacturing,
5,PHYSICIANS' AND HOSPITAL SUPPLIES DEALERS,
5,CONTRACTORS -CONCRE TE,
5,Basket Mfrs,
5,to,
5,JANITORS' SUPPLIES,
5,OPTICAL GOODS- WHOLESALE,
5,AWNIMS and TENTS,
5,Heating & Ventilating--Contrac- tors,
5,Window Ventilators,
5,TOYS and GAMES-RETAIL,
5,V TRANSPORTATION LINES,
5,Radio Sets & Parts-Mfrs,
5,Cap Mfrs ,
5,Medicine Mfrs-Patent & Propri- etary ,
5,MARKET RUEARCH AND I ANALYSIS,
5,Sailmakers,
5,MACARONI MFRS,
5, FUE L OIL,
5,Omicians-Wholesale,
5,REEARCH,
5,BOTTLERS -CARBONATED,
5,Dairy Supplies & Equipment- Dealers,
5,Automobile D-ealers-Commer- merclal Cars & Trucks,
5,1Boarding & Booming Houses  Boiler Mfrs,
5,Contractors-Bxcavating & Grading,
5,Spring Mi,
5,CONTRACTORS-CONCRE'I'E,
5,Gold Beaters,
5,Painters-Autamobiles & Gar- riages,
5,FIRST FEDERAL SAVINGS AND LOAN,
5,Annultlos,
5,MARKETRFSEARCH AND ANALYSIS,
5,LIQUOR AND WINE- RETAIL,
5,Braiding Machine Mfrs,
5,Household Loans,
5,CHEMICALS-MFRS,
5,Oruanizations-Medical,
5,PAPER PRODUCTS MANUFAC- TURERS,
5,MACARONI MANUFACTURERS,
5,N mismatlsts,
5,Road Builders,
5,vue av,
5,Chemists-Analytlcal,
5,NOVE LTIES -WHOLE SALE,
5,Oils-Edible-Mirs,
5, UNDERTAKERS,
5,PHARMAC EUTICAL PRODUC TS,
5,ENG,
5,"Saw Tilers, Setters and Repairers",
5,PA PER DEALERS - PRINT- WHOLESALE,
5,AND GRADING,
5,Clothing  Mtrs-Men's,
5,Typewrltlng Machines-Dealers,
5,Plasters,
5,Engrossers,
5,- REPAIRERS),
5,Toilet Articles & Supplies ' ,
5,CONTRACTORS- CONCRE TE,
5,HardWare Dealers-Wholesale & J cubbers,
5,prletary,
5,SUPPLIES-SALES and SERVICE,
5,rile & Rasp Mfrs,
5,DEPARTMEN T STORES- FIVE CENTS TO ONE DOLLAR,
5,COntractory Supplies & Equip- ment,
5,Gas Light Company,
5,Druggisw Sundries,
5,Flour Dealers-Retail,
5,Bonds and Stocks,
5,Copper Pipe Mfrs,
5,BATTERY MFRS,
5,"COONEY ,",
5,Hot Water Heating ,
5,AUTOMOBILE TRIMMERS AND TRIMMINGS,
5,Estates-Officos oi ,
5,WELDERSANDBRAZERS,
5,PICTURE FRAM' AND PICTURES-DEALERS,
5,Seals-Mechanical Rotary,
5,"Saw Pilers, Setters and Repairers",
5,INDUSTRIAL SUPPLIES- WHOLESALE,
5,Peed Dealers-Retail,
5,SUPPLIES-WHOLESALE,
5,Mortn ag es,
5,Brokers-Business,
5,PAPER DEALERS-PRINT WHOL,
5,ELECTRIC MOTORS AND GENERATORS- DEALERS AND REPAIRING,
5,Heating & Ventilating-Contrao- tors,
5,RADIO AM) TELEVISION REPAIRING- ,
5,Upholstering Fabrics and Materials,
5,FLORIS TS -WHOLESALE ,
5,-'Undertakers ,
5,Shoe Mirw Goods & Supplies,
5,Investment Agents,
5,WIGS AND TOUPEES,
5,Yarn Dealers-Retall,
5,Contractors-Plastering,
5,Phone DExter 2678 Barbers' Supplies,
5,RUBBER GOODS-MANUFAC- TURERS,
5,TRUCKSQLEASHVG,
5,cor Concanno,
5,Noveltlw-Wholosale,
5,Glassware Mfrs,
5,"\n\nCarpets, Rugs & Floor Coverings -Wholesale",
5,Day N urserim,
5,STORM DOORS AND WINDOWS,
5,ACCOUNT CON'I'D,
5,Cordage & Twine Dealers,
5,Sporting Goods--Retail,
5,Warehouses-Household Goods,
5,"9619, 248 Weybossetf",
5,HAIR GOODS  DEALERS,
5,I'lorists-Wholesale,
5,jewelry Stone Settm,
5,"Prescott Post No 1, 176 Beneflt Ladies Auxiliary Logan Circle 59 Chestnut",
5,Windows and Doors- Combinatio,
5,TYPESETTING MACHINE COMPOSITION,
5,Clothing Mirs-Men's & Boys',
5,Automobile Clubs,
5,Paper Stow ,
5,FISHING TACKLE AND RODS- MANUFACTURERS,
5,AWnings and Tents,
5,PAWNBR'OKERS,
5,ORCHESTRAS,
5,Pur Repairing,
5,Contractory Supplies and Equipment,
5,Textile Equipment,
5,DRUGGISTS-RETAIIF,
5,Pile Drivers,
5,BATTERY DEALERS and SERVICE,
5,STEAM FITTERS  SUPPLIES ,
5,Dealers and Repairing),
5, AU TOMOBILES,
5,INVESTIGA TORS,
5,Skylights,
5,Bases-Lamp,
5,Pumiture Repairers ,
5,POLISH MFRS,
5,Range Oil,
5,of Providence 42 Hammond,
5,Russet Leather,
5,Savings and Loan Assns,
5,CONCRETE-READY MIXED,
5,Casters,
5,. TOBACCO-WHOLESALE,
5,"Bag Mfrs-Canvas, Burlap & Cotto",
5,VENETIAN BLIND CLEANERS AND REPAIRERS,
5,CUTLERY DEALERS-RETAIL,
5,z'fAutomobile Bodv Repairers,
5,CONTRACTORS-FLOOR SURFACING,
5,I'ire Escape Mfrs,
5,Trade Marks,
5,Heating & Ventilating-Gontrac- tOI'S,
5,BOILER MFRS,
5,ARTISTW MATERIALS,
5,PHOTOGRAPHIC DEVE LOPING AND PRINTING,
5,Slip Cover Mfrs,
5,thony av,
5,Gums,
5,Pictures & Engravings-Dealers,
5,TO &00 PM,
5,GAS PRODUCERS,
5,Cameras and Supplies,
5,WINE SODA CIGAREITI'S,
5,Automobile Accessories & Parts -Mfrs,
5,DEPARTMENT STORES-FIVE CENTS TO ONE DOLLAR,
5,Express Companies,
5,RADIATOR SHIELDS,
5,Hair Goods-Human-Mirs & Dealers,
5,Englneers-Mechanical,
5,Dumb Waiters,
5,BUSINESS FORMS AND SYSTEMS,
5,LEATHER GOODS-RETAIL ,
5,BONDS-SURETY AND FIDELITY,
5,Engineers-Mill,
5,DIAMONDS AND PRECIOUS STONES ,
5,Ice-Mirs and Wholesale,
5,INSURANCE -MAP'NE,
5,FLORIS TS-WHOLE SALE ,
5,EQUI PMENT,
5,FISHING TACKLE AND RODS,
5,CONTRAC TORS- EXCAVATING AND GRADING,
5,Cleansers,
5,Barbery Supplies,
5,HOSPITAL TRUST NATIONAL BANK,
5,Calendar Mfrs,
5,Dealei's -Wholesale),
5,Hat & Gap Dealers-Retail,
5,Hardware-Builders,
5,CONTRACTORS-BLASTING AND LAND CLEARING,
5,"Badges, Emblems & Charms",
5,Optical Goods-D-ealers,
5,ENGRAVERB- PHOTO,
5,OPTOME TRISTS,
5,TITLE AND GUARANTY COS,
5,Printers' Supplies & Equipment,
5,Stamps & Stencils-Rubber,
5,PHYSICIANS AND SURGEONS- OSTEOPATHIC,
5,ELECTRICAL APPLIANCES SALES AND SERVICE,
5,REALTORS,
5,UPHOLSTERING FABRICS and MATERIALS,
5,CARPENTERS and BUILDERS,
5,STAPLING MAC HlNES-MANUFAC- TURERS,
5,Cast Stone Mfrs,
5,Hat Manufactu'rers ,
5,Spinning Travelers,
5,Hardware Dealers-Wholesalo J obbers,
5,1Insrurance--I'ire,
5,Phone DExter 2618 Sanitariums ,
5,Bus Service,
5,Bleachers & I'inlshers-I'abtles,
5,1929 Westminster,
5,BURGLAR AND FIRE ALARM SYSTEMS,
5,COTTON GOODS CONVERTERS ,
5,BROKERS -COTTON,
5,ROCK SALT,
5,BLEACHERS-FABRICS,
5,R-EARCH,
5,BANKS,
5,VACUUM CLEANERS-DEALERS I and RE PAIRING\n\ni,
5,FISHERMEN'S SUPPLIES,
5,Funeral Homes,
5,QUARRIES,
5,FOOD PRODUCTS,
5,STEEL MANUFACTURERS,
5,ACCOUNTANTS- CERTIFIED PUBLIC,
5,Radio Sets and Supplies-Whol,
5,Eldctrical Equipment & Supplies -Mfrs,
5,COCKTAIL LOUNGFS,
5,Furniture Repairers,
5,DISINFECTING AND DEODORIZING SERVICE,
5,RUBBER GOODS- MANUFACTURERS,
5,Fasteners-Mfrs,
5,Venetian Blinds-Mirs,
5,Patent Medicines  Patent Solicitors,
5,HYDRAULIC UIPMENT AND SUPPLIES,
5,Research,
5,Wire Mirs,
5,Oil DealerSv-Retail,
5,FUEL OIL BURNERS,
5,OIL BURNERS-MANUFACTURERS,
5,Artesian and Driven Wells,
5,concrete Block Mfrs,
5,LUMBE R-WHOLE SALE,
5,Industrial Fuel Dealers,
5,MOTORCYCLE DEALERS AND REPAIRERS,
5,Retrigerators-Electric and Gas,
5,Jewelry Tag Mfrs,
5,YARNS- MANUFAC TURERS,
5, Air Conditioning Equipment and Suppliesdales and' Service,
5,BEDDING MANUFAC TURERS,
5,Ash Doors & Ash Dumps,
5,Armored Car Service,
5,OIL BURNERS,
5,Electricians  Electrolytic Treatments,
5,STOVE RE PAIRS,
5,Mfrs,
5,FHCE 1M PUBLIC- Calm,
5,ATTORNEYS -AT -LAW,
5,BAG DEALERS,
5,PAINT MANUFACTURERS,
5,Paint &. Color Mirs ,
5,Fastener Mfrs,
5,Movers,
5,"BICYCLE SALES AND, 2 SERVICE",
5,Printing,
5,00ne Manufacturers  Goniectioners-Mig,
5,Boar ding & Booming Houses  Boiler Mfrs,
5,COMMUNICATION SYSTEMS,
5,ALUMINUM WARE MANUFAC- TURERS,
5,BEARINGS-PRECISION,
5,ExterminatorSo-Bug & Vermi,
5,Automobile Acessories & Parts,
5,CONFECTIONERS-MANUFAC - TURING,
5,DIEMAKERS,
5,Women's Furnishing Goods- Retail,
5,Caustic Soda,
5,PHOTOGRAPHIC APPARATUS DEALERS AND REPAIRING,
5,HOSIERY-RETAIL,
5,ADVERTISING NOVE LTIES,
5,Pearl 'Workers,
5,DOANS-MORTGAGE,
5,EPOXY INC,
5,LITHOGRA PHERS,
5,"Iron Railings, Balconies, Fences &c",
5,TITLE and GUARANTY COMPANIES,
5,Belting Mirs,
5,Clothing Dealers-Children's & Iniants'-Retall,
5,Pountain Pens Repaired,
5,lwSAVINGS BANKS,
5,GENERAL MERCHANDISE- WHOLESALE,
5,JEWELRY BURNBHERS,
5,Auctianeuers,
5,"Butter, Cheese & Eggsr-Whole- sale",
5,Provision Dealers  Publications,
5,Hoar Camp 176 Benefit,
5,BAKERS-W HOLESALE AND MANUFACTURING,
5,"Insulating Materials-Elect, Gold. Heat & Sound",
5,BICYCLE DEALERS AND RE PAIRE RS,
5,YARNS- RETAIL,
5,Refrigeration-Commercial and Industrial,
5,Butter,
5,Heating & Plumbing Supplies,
5,Exporters ,
5,WIRE MFRS,
5,COMPANIES and STATIONS,
5,DRUGGISTS -WHOLESALE,
5,CONTRACTORS-FARM LABOR,
5,Watch Crystal Mfrs ,
5,Lunches Prepared & Supplied,
5,BROKE RS -MONEY,
5,Legal Forms & Stationery,
5,Stove Repairers,
5,VENETIAN BLINDS-MANUFAC- TURERS,
5,Suxzety Bonds,
5,Shoe Dealers-Men's,
5,SAFETY DEVICES AND EQUIPMENT,
5,REAL ESTATE APPRAISERS,
5,DIAMONDS AND PRECIOUS STON',
5,STOVES and RANGES-RETAIL,
5,Radio Sets and Supplies- Wholesale,
5,CURTAIN S AND DRAPERIES,
5,TAILORS-CON TRACTING,
5,TOYS AND GAMES-MFRS,
5,Textile Machinery Specialties-,
5,UNION,
5,Printers-Label,
5,Novelties-W'holesale,
5,Plorists-Wholesale ,
5,Angell,
5,WRAPPING SERVICE- PACKAGE,
5,TRUCI-MOTOR,
5,Credlt Jewelers,
5,"Hearing, Aids",
5,CONTRAC TORS-FLDOR SURFACING,
5,PET SHOPS AND SUPPLIES,
5,Electricians (See also Electrical Contractorsj ElectrolYtic Treatments,
5,Booklet Printers,
5,ENGmEERs4-cwn.,
5,CIGARS AND TOBACCO- WHOLESALE,
5,WINDOW DISPLAYS,
5,contractors,
5,RAILROAD PASSENGER STATIONS,
5,HEATING CONTRACTORS,
5,FOREIGN EXCHANGE and,
5,ELASTIC GOODS MFRS,
5,Radiator Repairers-Automohile,
5,"ORGANIZATIONS- BUSINESS, CIVIC AND PROFESSIONAL",
5,Automobile Liverles  Antomobile Loans,
5,Artificial Eves,
5,Ldthographers,
5,PRODUCE DEALERS- WHOL,
5,Emblems,
5,Patent Medicines  Patent Solicitors,
5,CONTRACTORS- ACOUSTICAL,
5,OIL BURNERS-SALI'B AND SERVICE,
5,Subscription Agencies,
5,CREDIT UNIONS- CO-OP CREDIT UNION (NORTH,
5,Eng ravers-Textile,
5,Shoe Mfrs Goods & Supplies,
5,YARN S -WHOLESALE,
5,PAPER RULERS,
5,Radio Advertising,
5,LEATHER GOODS- RETAIL ,
5,DIAMONDS AND PRECDUS STONES,
5,DRUGGISTS- WHOLESALE,
5,LOOM MANUFACTURERS,
5,Pipe,
5,Yarn Dyers,
5,Vacuum Gleansers-Dewalers,
5,c'red1t-c1othing DeaIers,
5,Mailing & Addressing,
5,Theatrica1 Agents  Ticket Agencies,
5,DRAWING MATERIALS,
5,AUTOMATIC SPRINKLER SYSTEMS,
5,SAV1NGS BANKS,
5,RAILROADS,
5,WELDERS AND BRAZEBS- FERNANDES WELDING AND IRON,
5,Rooiing Materials & Asphalt Shingles,
5,Bleachers & rmishers-ra'brlcs,
5,"Saw Pilers, Setters & Repairers",
5,BATHS,
5,Tile Contractors,
5,Teachers ,
5, Picture Frames & Pictures- Dealers,
5,PRODUCE DEALERS- WHOLESALE,
5,REGALIA MANUFAC TURERS,
5,Bottlers' Supplies & Machinery,
5,WALL PAPER- RETAIL,
5,Cinder Blocks,
5,00ntractors ,
5,Insurance Gompanins-Aruto- mobile,
5,Retail),
5,TYPE FOUNDERS,
5,"Towel, Apron and Coat Supply",
5,ELECTRIC MOTORS AND ' GENERATORS --DEALERS AND RE PAIRING,
5,GENERAL MERCHANDISE-RETAIL,
5,FURNITURE DEALERS WHOL,
5,RAYON FABRIC MFRS,
5,Wire Railings,
5,Hat Mfrs ,
5,DAIRY PRODUCTS- WHOLESALE,
5,Typewfiting Machines-Dealers,
5,Eng ravers-Textlle,
5,WIRE GOODS MFRS,
5,Beverage Mfrs,
5,STORAGE ,
5,DRESS PLAITING and TUCKING,
5,"Pipe-Steam, Gas & Water",
5,CONTRAC TORS -ROAD,
5,METERS-POSTAGE,
5, BUILDERS,
5,SHOE MANUFACTURERS- GOODS and SUPPLIES,
5,AUTOMOBILE ACCESSORIES AND PARTS-WHOLESALE AND J OBBERS,
5,LIGHTING EQUIPMENT DEALERS,
5,Gas Heaters,
5,Manufacturers),
5, Tobacco-Wholesale,
5,Toilet Preparations-Mirs,
5,Can Mfrs,
5,Vending Mawi'nes,
5,Barbers Supplies,
5,PHOTOGRA PHIC APPARATUS- DEALERS and RE PAIRING,
5,EGG DEALERS- WHOLESALE ,
5,Trunks & Traveling Bags-Re- tail,
5,FOOD PRODUCTS MANUFAC- TURERS- PR EPARED,
5,METALLIZERS,
5,Medicine MIrs-Patent & Pro- prietarv ,
5,Postage Stamp Collectors  Postage Stamps & Philatelic Supplies,
5,Rubber & Seal Stamps-Mtrs & Dealers,
5,LODGING HOUSB,
5,Tinware Mfrs,
5,LABORATORY APPARATUS and SUPPLIES,
5,Piano Movers  Plano Tuners & Repairers,
5,Exporters ,
5,Commercial Printers,
5,Consultants,
5,Medlcine MIrs-Patent & Pro- prletary ,
5,EGG DEALERS-WBOLESALE ,
5,SAW FILERS SETTERS AND REPAIRERS,
5,FURNITURE DEALERS USED,
5,Safe-Lock Experts,
5,CLEARING HOUSES,
5,RUBBER GOODS-MANUFACTUR- ERS,
